orgNumber,name,website
815336712,"ROKKE HAGESERVICE AS","www.rokkehageservice.no"
815263642,"HELENE HOLM AS","www.heleneholm.com"
815262212,"LIESSEM MICROELECTRONICS AS","www.liessem.no"
815235002,"KAFE ØST CATRINA WHITE","www.kafeøst.no"
815248422,"KJELDSBERG KAFFEBRENNERI AS","www.kjeldsbergkaffe.no"
815257472,"SENTRUMSGÅRDEN BRANDBU SAMEIE","www.usbl.no"
815257952,"AAS ØKONOMISTYRING","www.aasokonomistyring.no"
815357892,"IKKE A4 AS","www.ikkea4.no"
815420292,"KJELL & CO NORWAY AS","www.kjell.com"
815344642,"LOXLEY TECHNOLOGIES AS","l-t.no"
815445252,"ANNAS ANGORA VIGDIS GARDER","www.annasangora.com"
815346262,"EIKLAND ENERGY AS","www.eiklandenergy.com"
815450132,"MEDIER24 AS","www.medier24.com"
815346572,"FAZENDA UTVIKLING AS","www.fazenda.no"
815354672,"LILLE-STRØMSBU BARNEHAGE ANS","www.lille-stromsbu.barnehage.no/"
815356292,"REKVISITT AS","www.rekvisitt.no"
815489322,"TRUDES HUDPLEIE AS","www.trudeshudpleie.no"
815455452,"NORLANDIA BARNEHAGEDRIFT AS","www.gnistbarnehager.no"
815509072,"OTTO SVERDRUPS PLASS 4 AS","www.entra.no"
815485432,"TRETEK AS","www.tretek.no"
815533372,"MVA REGNSKAP AS","www.mva.as"
815538722,"EIERSEKSJONSSAMEIET TEATERKVARTERET TREDJE AKT","www.agioforvaltning.no"
815543912,"BEERPAL AS","www.beerpal.no"
815544412,"LEKESTUA FAMILIEBARNEHAGE AS","www.lekestua.no"
815486862,"KVARK BRYGGERI DA","www.kvarkbryggeri.no"
815495802,"SAMEIET TRIO","www.vibbo.no/447"
815548302,"HC COSMOS UAB","www.metalo-gaminiai.lt"
815559762,"NORSJØ KAMMERMUSIKKFEST AS","norkamfest.lightweb.no/"
815581962,"AFRODITES SKJØNNHET AS","www.afrodites.no"
815604172,"TØNSBERG BÅTRACE AS","www.tbg-race.com"
815609492,"KHKULTURVERKSTED AS","www.khkulturverksted.no"
815609522,"LINDELID & KNUTSEN AS","www.nirogruppen.no"
815612132,"BRAGERNES ATRIUM BORETTSLAG","www.usbl.no"
815585682,"SCANLOK AS","www.lokring.com"
815609662,"SÆTERSTØL BYGG AS","www.sb-as.com"
815610032,"FEMUND CANOE CAMP AS","www.femundcanoecamp.com"
815610652,"AD ARMA ADVOKATFIRMA AS","www.adarma.no"
815560272,"ADVOKAT KJARTAN WIIK","www.afnarvik.no"
815612892,"PRESTESTIEN TANNLEGEPRAKSIS AS","www.prestestientannlegepraksis.no"
815650212,"ONARHEIM SKOG AS","www.onarheimskog.no"
815699262,"MOJO MEDIA TEIGE","www.mojomedia.no"
815707532,"NORICE AS","www.norice.no"
815708482,"ST. OLAV TRAFIKKSKOLE AS","www.stolavtrafikkskole.no"
815683382,"TUNINGSERVICE TROMSØ FREDRIK HÅGENSEN","tuningservice.no"
815721772,"LYNGHEIMÅSEN BORETTSLAG","www.moborana.no"
815666372,"COLORADO EIENDOM AS","www.coloradoeiendom.no"
815770242,"BRANNVERNOPPLÆRING HELGELAND AS","www.brannkurs.as"
815774132,"BNE SCHWEIGAARDSGATE 41-51 AS","banenoreiendom.no"
815789792,"ENGEL CAPITAL AS","www.engelcap.com"
815809572,"I AM THAI THAIFOOD TAKEAWAY AUMARIN SUKPHRAI","www.iamthai.no"
815818652,"TROLL SYSTEMS AS","www.trollsystems.no"
815763262,"SARPSBORG AUTOSERVICE AS","www.sarpsborgautoservice.no"
815835662,"DIN KONFERANSEPARTNER AS","dinkonferansepartner.no"
815833902,"VESO MORINA VESEL","www.vesoside.simplesite.com"
815800052,"WOOD INNOVATION NATALIA VERZHBYTSKA","www.woodinnovation.com"
815845722,"SKREIA LEGESENTER DA","www.skreialegesenter.no"
815845862,"GODE NAUST AS","www.trikken106.no"
815837932,"KNOWIT SOLUTIONS NORWAY AS","www.knowit.no"
815850262,"G27 BOLIGSAMEIE","www.bori.no"
815802152,"BLIMESTER.COM","www.blimester.com"
815783662,"MER FILMDISTRIBUSJON AS","www.merfilm.no"
815853652,"SIDOR DAGLIGVARE AS","rema.no"
815866282,"BOLIGSAMEIET MARILUNDEN","www.enqvist.no"
815890922,"SYMRA PARK BORETTSLAG","www.mobo.no"
815863372,"TAGLIANO & CO AS","tagliano.no"
815863852,"BÆREKRAFTIG HELSE JOHANNA DYNGELAND","www.matmagi.no"
815867742,"LIGHTSHIP CHARTERING (OSLO) AS","www.lightshipchartering.com"
815905202,"OSLO KLATRESENTER AS","www.osloklatresenter.no"
815877292,"NETPIXEL MEDIA AS","www.netpixelmedia.com"
815931262,"INSJ AS","insj.as"
815880552,"BV FORMIDLING AS","www.bevisstevalg.com"
815883012,"GALLERI NORD AS","WWW.GALLERINORD.NO"
815912292,"8360 PRODUKSJONER AS","sondrejustad.no"
815941152,"BESSERUD EIENDOM AS","www.ragde.no"
815950712,"SNØ OSLO AS","snooslo.no"
815951972,"WESTSHORE AS","www.westshore.no"
815992482,"APPIVATE AS","www.appivate.com"
816004942,"SJØMATGROSSISTEN AS","www.sjomatgrossisten.no"
815966562,"AIP UTLEIE AS","altiprosjekt.no"
816018102,"MYKINGTOPPEN AS","mykingtoppen.no"
816012872,"HT HANDEL HILDE NYLAND JOHANSEN","www.nxbutikken.no"
816022592,"PSCHJETNE INVEST AS","www.tindrekruttering.no"
815971272,"SMERTESPESIALISTENE COLOSSEUM AS","smertespesialistene.no"
816051142,"E.A. SMITH AS","smith.no"
816045142,"MONO ARKITEKTER AS","www.monoarkitekter.no"
815978102,"INCENDIUM CONSULT AS","www.incendium.no"
815986342,"SAMEIET SVARTVERKSSTUBBEN","www.usbl.no"
815969472,"MAZE EGERSUND AS","www.mazehair.no"
816061652,"AS SNERTINGDAL AUTO","www.snertingdal-auto.no"
816065712,"PT PRIVAT AS","quadriklinikken.no"
816092582,"BERGE SAG GRUPPEN EIENDOM AS","www.bergesag.no"
816102332,"HYTTESTIL.NO INGER KRISTIN NERENG THORHALLSSON","hyttestil.no"
816069122,"VÅLERENGA STADION AS","www.vkip.no"
816073472,"SAMEIET BEVERSKARET TERRASSE - TRINN 2","www.vestbo.no"
816097282,"FESTLIGETING AS","www.festligeting.no"
816121892,"RELMO LOGISTIKK OG MONTASJE AS","relmo.no"
816139082,"DUOTECH AS","www.duotech-as.no"
816145872,"SVERDRUPSGATE 23 BORETTSLAG","www.oef.no"
816150132,"LELAND PANORAMA BORETTSLAG","www.moborana.no"
816148812,"CREATOR MAKERSPACE AS","www.creator.no"
816163412,"S4 EIENDOM AS","www.s4-eiendom.no"
816177162,"HYGGE LIVING AS","www.hyggeliving.no"
816182492,"STAMSAAS AS","stamsaasfritid.no"
816198852,"RETT INGENIØR AS","www.rettingenior.no"
816198402,"FINN ENERGY AS","www.finnenergy.com"
816204372,"AKASIA GRAVSTELL AS","www.akasia.no"
816205832,"KAJANDER MOTOR AS","www.kajander.no"
816215382,"GEILO HUSKY AS","www.geilohusky.com"
816223202,"NEWSEC SØR AS","www.newsec.no"
816227712,"SAMEIET FAGERLY","www.usbl.no"
816229642,"FRIGG SOLUTIONS AS","www.Frigg.Solutions"
816235502,"INDUSTRISTÅL AS","www.industristal.no/"
816245672,"AGDER INNOVASJON AS","www.agderinnovasjon.no"
816249252,"ASPEN EIENDOM AS","mobilmat.no"
816252342,"FOREVER LIVING- MARIE ROSTAD NILSEN","www.myaloevera.no/maroni"
816253942,"HMSPASS AS","www.byggekort.no"
816256232,"ELIFE AS","www.elife.no"
816257042,"INDRE ØSTFOLD BRANN OG REDNING IKS","www.iobr.no"
816256542,"OPEGGEN GÅRD DA","opeggengard.no"
816269032,"NSHIFT SOLUTIONS AS","www.nshift.com"
816269792,"BULK DATA CENTERS AS","www.bulk.no"
816269822,"BULK FIBER NETWORKS AS","www.bulk.no"
816278872,"MIVE EIENDOM AS","www.mive.no"
816290252,"TELEKOM BTV AS","www.telekom.no"
816292042,"ERSGAARD III BOLIGSAMEIE","www.usbl.no"
816293022,"M2 MEGLING AS","www.m2megling.no"
816296692,"STRANDGATEN 221 AS","www.skb.no"
816297362,"HAVNEDATASERVICE AS","www.havnedataservice.com"
816307112,"BOBILEKSPERTEN AS","www.kates.no"
816311322,"FENIX MEDIA GROUP AS","www.framtidsmedia.no"
816329892,"ASBEST UTSTYR AS","www.asbestutstyr.no"
816335272,"MARLUN AS","www.marlun.no"
816339782,"2CARE4GENERICS APS","www.2care4generics.eu"
816349052,"BOLIGTOMT BOGERUD AS","www.oboseiendom.no"
816346932,"BETONGDIMENSJONERING AS","betongdimensjonering.no"
816368642,"POSTEN EIENDOM STAVANGER AS","posten.no"
816449472,"SAMEIET KIRKEVEIEN 129 B","www.agioforvaltning.no"
816492882,"DONKEYBOY MUSIC GROUP AS","www.donkeyboy.com"
816494532,"DALSMARKEN","www.dalsmarken.no/"
816529662,"ENDRESEN CONSULTING","www.endresencoaching.com"
816521432,"EKSPORTFINANS AS","www.eksportfinans.no"
816545412,"IOPT-BØMLO AS","www.iopt-bomlo.no"
816523052,"FLYT STUDIO AS","www.flytstudio.com"
816580862,"SYDESIGN AS","www.sydesign.no"
816584442,"C.B.E","www.cbe-tunnels.com"
816516412,"SAMEIET HAUGABAKKA VEST B8","www.obos.no"
816526922,"LINDA BASMA","myaloevera.no/lindabasma"
816584922,"OMEGA VENTURES AS","www.omegaventures.no"
816586402,"COMPLIANCE CONSULT AS","www.compliance-consult.no"
816602092,"RANA HUNDESENTER AS","www.ranahundesenter.no"
816593972,"SUBSCRYBE AS","www.subscrybe.no"
816612802,"FRISK SANDEFJORD AS","riisfysioterapi.no"
816660092,"ARCPRO AS","www.arcpro.no"
816660262,"BK ELEKTRO AS","bk-elektro.no"
816654742,"HENTEC NORGE AS","www.hentec.no"
816666872,"GSSG AS","loldesign.no"
816667232,"NORGES REALFAGSUNGDOMSSKOLE SANDVIKA AS","www.nrg.no"
816676622,"MASTER DRILLING EUROPE AB NUF","masterdrilling.se"
816670322,"RUD VEST 1 BOLIGSAMEIE","www.usbl.no"
816650402,"MODE SENSORS AS","www.modesensors.com"
816650682,"QUILTEFRYD AS","Quiltefryd.no"
816603382,"FACEFIRST AS","www.facefirst.no"
816689562,"CAMILLA PHOTOGRAPHY AS","camillaphotography.com"
816696712,"ROSE ENGROS","www.roseengros.no"
816720842,"NORSKE 330 AS","www.norske330.no"
816729122,"SENSE PERSONELL STAVANGER AS","www.sensepersonell.no"
816726492,"RESTONE AS","www.restone.no"
816738032,"DISASTER-DOG DESIGN HÅVARD STAMNES","www.disaster-dog.com"
816756332,"OSLO KEEPERSKOLE AS","www.keeper.no/oslo"
816716292,"GULDBERGAUNET 2 BORETTSLAG","bomidt.no"
816761352,"SCANDINAVIAN SEAPLANES AS","www.seaplanes.no"
816795842,"VOLDENTOLLEFSEN AS","www.voldentollefsen.no"
816793432,"TOLGA-OS SPAREBANK","www.tos.no"
816827892,"CAPELLA HOLDING AS","www.bergs-begravelse.no"
816846242,"TS AKUSTIK AB","www.tsakustik.se"
816855152,"KLEIN EIENDOM AS","www.kleineiendom.no"
816863252,"OLANDERS RECYCLING TOOLS AS","www.olanders.no"
816842522,"CONTENTO AS","www.contento.no"
816871662,"SMOOTHIESHOP AS","www.SmoothieShop.no"
816884462,"SAMEIET SOLSIDEN GEILO 1","www.vestbo.no"
816809932,"ANTI AS","www.anti.as"
816903092,"RUNES SCOOTER & MC VERKSTED KARLSEN","runes-scooter-mc.com"
816902932,"GROUPTALK NUF","www.grouptalk.com"
816895642,"FROGWAVES AS","www.frogwaves.io"
816928672,"ZOOPIT AS","zoopit.no"
816900492,"TRØGASET HYTTEUTVIKLING AS","www.trøgaset.no"
816945852,"SAMEIET VARDENTOPPEN 3","www.usbl.no"
816946352,"NORSUPPLY EIENDOM AS","www.lofotenislands.com"
816901812,"AUDIOLIGHT AS","www.audiolight.no"
816902282,"TYNSET TAKST AS","www.tynsettakst.no"
816984122,"BIOFISH AS","www.biofish.no"
816984262,"MAHTI-GROUP AS","www.huspluss.no"
817012922,"FJORD CONTROLS IVAR SÆTREN","www.fjordcontrols.no"
817002382,"EIRIK MIKKELBORG","eirik-mikkelborg.no"
817019382,"CONDEEP AS","www.nsegruppen.no"
817010032,"REXOR AS","www.rexor.no"
817066542,"SPIR OSLO AS","www.spiroslo.no"
817077412,"SAMEIET VASSBREKKE 8","www.vestbo.no"
817086462,"ERLING SKAKKES GATE 66 AS","www.boitrondheim.com"
817143512,"RO-AR HOLDING AS","www.presisjonsboring.no"
817146392,"LERVIGSVEIEN 16 AS","www.malling.no"
817158722,"ELEKTRO SOLUTIONS AS","www.elektrosolutions.no"
817159362,"VITEC AUTOSYSTEMER AS","www.vitec-autosystemer.com"
817192092,"IREMOS SA","www.iremos.no"
817115772,"JURGITA RENHOLD AS","www.jurgitarenhold.no"
817220592,"LILLE MOTE AS","www.lillemote.no"
817239242,"FRICHMANN AS","frichmann.com"
817201342,"MAKEPLANS AS","makeplans.no"
817252532,"HAVER ADVOKATFIRMA AS","www.haver.no"
817267912,"THERKELSEN MASKIN AS","www.therkelsen.no"
817244742,"Voss Veksel- og Landmandsbank ASA","vekselbanken.no"
817247032,"POST REALITY AS","www.postreality.art"
817209882,"Aktieselskapet Vinmonopolet","www.vinmonopolet.no"
817212352,"JANAFLATEN NÆRINGSBYGG AS","www.mollereiendom.no"
817277152,"SKRANEHAUGEN BORETTSLAG","www.vestbo.no"
817326412,"HØYT OG LAVT TRONDHEIM AS","www.hoytlavt.no"
817328202,"ASMPT GMBH & CO. KG","www.smt.asmpt.com"
817330622,"VPS DECARBONISATION AS","www.vpsveritas.com"
817333362,"BITHAMMER AS","www.bithammer.no"
817350232,"ESPIRA EIKENGA AS","www.espira.no"
817362532,"MELHUS ONSTAGE AS","www.melhusonstage.com"
817365612,"HASSELKNIPPE AS","www.hasselknippe.com"
817409822,"CT HÅRSTUDIO AS","www.cthaarstudio.com"
817403352,"OSLO RAW AS","www.osloraw.no"
817431232,"GK GRUPPEN AS","www.gk.no"
817433952,"PRESSERV LIMITED NUF","www.presserv.no"
817449182,"JAVELIN ADVOKATFIRMA AS","www.jav-corp.com"
817384722,"PENSUMHJELP AS","www.pensumhjelp.no"
817507662,"TWINDEJ NORWAY AS","www.twindej.se/www.twindej.com"
817523552,"EQUIENT AS","www.equient.no"
817535852,"MAYHEM AS","www.thetruemayhem.com"
817526292,"SØRENSEN UNDERVANNSSERVICE","97796058"
817552552,"KLINIKK HAUKELAND AS","www.klinikkhaukeland.no"
817564232,"SIGNAL ANALYSIS LAB AS","sal.no"
817573622,"CAPEXT AS","capext.com"
817589332,"VINTERBRO TANNLEGESENTER AS","vinterbrotannklinikk.no"
817617212,"SAMEIET NITTEBERG HAGE 1","www.bori.no"
817626572,"BELIZAMA AS","www.belizama.no"
817634192,"ULLERÅLSGATA 2-4 AS","www.merkantilbygg.no"
817648282,"MARANGA AS","www.marangaswim.com"
817655742,"COSMO CLINIC AS","www.cosmoclinic.no"
817640842,"SIRECO LTD","www.sireco.no"
817596932,"NORGES REKRUTTERING & AKADEMI AS","www.norgesrb.no"
817677282,"FAUN AS","www.faunas.no"
817669492,"SIGNODE NORWAY AS","www.signode.no"
817719562,"FEDDIE OCEAN DISTILLERY AS","www.feddiedistillery.no"
817744982,"ELATE AS","elate.no"
817766722,"GRANITT ENTREPRENØR AS","www.granitt.as"
817812902,"ZECURECODE AS","www.zecurecode.no"
817790992,"TRONDS MARINE SERVICE AS","www.trondsmarine.com"
817797652,"MARTINE EID AS","www.martineeid.no"
817815782,"VISMA DRAFTIT AS","www.draftitprivacy.no"
817815952,"TRYSIL INDUSTRIHUS AS","www.trysilindustrihus.no"
817849512,"MISTEROPPUSSING AS","www.mesteroppussing.no"
817817572,"KLØVER DAME AS","kloverdame.no"
817856012,"PETBLOWER NAVID HEKMAT","www.petblower.no"
817859712,"CURE AS","www.thecure.no"
817791662,"DREAMVISIONS AS","www.dreamvisions.eu"
817811612,"INTERNETFRIENDSFOREVER AS","internetfriendsforever.com"
817876242,"ROGALAND HAVBRUKSPARK AS","www.roghav.no"
817876382,"BRATTENG SOLUTIONS AS","bratteng.solutions"
817902782,"RÖRLEDNINGSFIRMAN BRÖDERNA KARLSSON AB","www.brkarlsson.se"
817993362,"EAPARTNER AS","eapartner.no"
817993532,"UTSUDR AS","www.utsudr.no"
818003072,"MOLLIESAFE AS","www.molliesafe.no"
818037562,"PARKETTEKSPERTEN AS","www.parketteksperten.no"
818037872,"NARVIK KONTORSENTER AS","www.narvik-kontorsenter.no"
818060092,"TECHPROVIDER AS","www.techprovider.no"
818069782,"EIGERSUND PARKERING AS","www.eigpark.no"
818021372,"BYPORTEN SAMEIGE","www.bob.no"
818074522,"RE-LOCATE AS","www.re-locate.no"
818051972,"SKYFER AS","www.skyfer.no"
818092202,"NORSK BYGGEKONTROLL NORD AS","www.nbkontroll.no"
818165382,"ALBATROSS SPA AS","www.albatrosspa.no"
818277962,"AKTIVMAMMA AS","aktivmamma.no"
818278152,"FOUNT AS","fount.energy"
818281242,"GASELLEFARMEN AS","www.gasellefarmen.no"
818298242,"STUDIO VILLNISS E.K. ANDREASSON","www.facebook.com/studiovillnis/"
818299982,"BRISK KARRIERE AS","www.brisk.no"
818306342,"SOMMERBUTIKKEN AS","www.sommerbutikken.no"
818309422,"SJØLYSTVEIEN VAKT AS","Vaktbua.no"
818353502,"UBON MASSASJE AS","Ubonthaimassasje"
818359322,"APEXX AS","apexx.no"
818367112,"WATEC SOLUTIONS AS","www.watec.no"
818378602,"ENTERO AS","www.entero.no"
818347782,"STARMUS UNIVERSE 2007 S.L.","www.starmus.com"
818403062,"CARGO TEAM AS","www.cargoteam.no"
818449852,"VOLL SKOLE AS","www.vollskole.no"
818442262,"XSTORAGE AS","www.x-storage.no"
818464142,"IGNITE PROCUREMENT AS","www.ignite.no"
818469772,"RATIO CONSULTING RAMIN LOTFI","www.ratio-accounting.no"
818471432,"SAMEIET BRAGERNES ATRIUM","www.usbl.no"
818485972,"AQUILA CLEAN ENERGY NORWAY AS","www.aquila-capital.com"
818434472,"TEAM LEWEL AS","www.lewel.no"
818430892,"AVIMA REGNSKAP AS","www.avima.no"
818497342,"DRONNINGENSGATE 10-14 NÆRING AS","www.daimyo.no"
818559372,"NORNIR INSIGHT AS","www.nornir-insight.no"
818589042,"NORDIC BOOSTER AS","www.nordicbooster.com"
818516002,"RUD VEST II BOLIGSAMEIE","usbl.no"
818624212,"NORQUANT AS","www.norquant.no"
818647492,"SAMEIET LONSHAUGEN","lonshaugen.net/"
818621272,"73 EYES FILM PRODUCTION AS","www.73eyes.no"
818655452,"PEOPLEHUB AS","www.peoplehub.no"
818660952,"GLOPPETUNET BORETTSLAG","www.labo.no"
818656742,"ACER DIXON AS","www.acerdixon.com"
818667302,"ANYONE AS","anyone.no"
818696442,"MIRELLE VILDE MARI BROCKS HANSEN","Mirelle.no"
818684142,"AASGARDEN AS","www.aasgarden.com"
818711832,"LUFTAMBULANSETJENESTEN HF","www.luftambulanse.no"
818746962,"ULLENSAKER VAKTMESTERTJENESTER AS","rentoggronn.com"
818708262,"HALSABYGDA STORVILTVALD SA","www.halsastorviltvald.no"
818751362,"HAUGE BYGÅRD","www.agioforvaltning.no"
818765762,"ROGALAND BYGG & BETONG AS","rbb.as"
818771142,"JEVNAKER KUNSTREKVISITA AS","www.kunstrekvisita.no"
818773862,"APPSCO WORKFORCE AS","www.appsco.com"
818712642,"FGH AUDIT AS","www.fghrevisjon.no"
818772092,"BJØRBACK FRITID AS","www.bjorback.no"
818782772,"KEMS AS","kloftalegesenter.no"
818786662,"3NULL AS","www.3-0.no"
818816472,"FY FARAO AS","farao.no"
818823452,"CIE AS","www.cieas.no"
818851782,"RENNEBAKKANE SAMEIGE","www.bob.no"
818825692,"BJØRKEBOTUNET BOLIGSAMEIE","www.solibo.no"
818875622,"VERMEER SCANDINAVIAN PLANNER DA","www.norwayplanner.com"
818916892,"FINANCE RESOURCES MAB AS","www.financeresources.no/"
818875932,"HEAVE BLOOD & DIE DA","heavebloodanddie.com"
818885032,"OTICON AS","www.oticon.no"
818952252,"KARLSEN BATTERISERVICE","www.karlsenbatteriservice.no"
818965532,"ABAX MIDCO AS","abax.com"
818990782,"PROJECT BIKER AS","www.projectbiker.no"
818991592,"SVEISING-BYGG AS","www.sveisingbygg.no"
819048282,"UAB ""RECRUITMENT SERVICES LT""","www.rservices.lt"
819052492,"ACS CONSULTING EOOD","www.acs-e.com"
818986742,"UAB RECRUITMENT SERVICES LT NUF","www.rservices.lt"
819138052,"NES NÆRINGSPARK AS","www.nespark.no"
819075832,"ERIK TANCHE NILSSEN AS","www.etn.no"
819145792,"ASFALTUTSTYR AS","asfaltutstyr.no"
819147442,"MOHOLT PIZZA AS","www.pizzabakeren.no"
819156832,"HESSELBERGTAK AS","www.hesselbergtak.no"
819160112,"INTERFACE NORGE AS","www.interfaceeurope.com"
819165742,"SVAI FRISØR AS","www.m2k.studio"
819087792,"GO ART OBARA","www.goart.no"
819085072,"BICA AS","www.carbi.no"
819167532,"RENTMILJØ SERVICE AS","www.rentmiljorenhold.no"
819185832,"WASHTEC BILVASK AS","www.washtec.no"
819212252,"COLLECTIVE WORKS LLP","www.collectiveworks.net"
819225362,"SSE INTERNATIONAL","www.groupsse.com"
819244782,"FOSS FABRIKKER AS","www.foss-bad.no"
819233152,"GEARHEAD EVENTS AS","www.listamotorfestival.no"
819261792,"STALL FAGERBAKKEN CAMILLA VIOLA EILERTSEN","www.stall-fagerbakken.no"
819262942,"LENATUNET 2 BORETTSLAG","www.gobb.no"
819284822,"MIIEGO APS","www.miiego.com"
819282102,"LINDEX AS","www.lindex.no"
819277672,"MAXMIN AS","www.maxmin.no"
819322252,"FUTUREBOARDS AS","www.futureboards.no"
819330492,"HEIMSTADEN BOSTAD INVEST 10 AS","heimstaden.com/no/"
819332282,"STJERNERØR OG BYGG AS","www.stjernerorogbygg.no"
819337772,"INNORE AS","www.innore.eu"
819332762,"MICS AS","www.mics.no"
819342342,"BOLIGSAMEIET MELLOMVEGEN 33","www.agioforvaltning.no"
819276412,"MESTERHJELP SKJÆRHALDEN AS","www.mesterhjelp-hvaler.no"
819430462,"BEIST BURGER & BAR AS","www.beistburger.no"
819438722,"FORRETNINGS-BYGG AS","handsonproperty.no"
819439192,"AERO-NOR AS","www.aero-nor.com"
819361312,"APPTREE CONSULTING AS","www.apptree.no"
819391122,"MALERMESTER BUER AS","www.buergruppen.no"
819439842,"SMARTE BYER NORGE AS","www.smartebyernorge.no"
819449392,"ENTELIOS AS","www.entelios.no"
819380872,"APAY NORDIC AS","www.apaynordic.com"
819476152,"ANDRÉ EIDE PIANIST","www.andreeide.com"
819487812,"INDRE ØSTFOLD NÆRINGSUTVIKLING AS","www.ionu.no"
819498822,"QDP ARKITEKTER AS","www.qdp.no"
819511012,"INKERIA AS","www.lappeliten.no"
819529272,"MIXMOVE AS","mixmove.io"
819536112,"SPEECHCOM NORGE NUF","www.dikteringsbutikken.no"
819526052,"BUTIKKDRIFT LARS MARIUS NYGÅRD","www.narvesen.no"
819546002,"EIKSVEIEN 108 AS","www.fram.no"
819470022,"ELCAMPERVAN BERGEN AS","www.elcampervan.no"
819623392,"LOGISTEA HAVNEGATA 24 AS","www.logistea.no"
819599432,"WORKFLOW PARTNER AS","workflowpartner.com"
819622272,"LPO CONSTRUCTION APS","www.lpo-construction.dk"
819625182,"DNDA AS","www.dnda.no"
819638152,"FITDORA AS","www.fitdora.no"
819639892,"FELICITAS AS","www.felicitas.no"
819657882,"EMMASOFIA AS","www.emmasofia.no"
819650152,"MA BETONG AS","www.matotalbygg.no"
819702942,"TROLLBUNDET CHRISTINA HELEN SØBY","trollbundet.no"
819703922,"CALIBAN EINAR LUNDE","www.caliban.no"
819653992,"LEKANG FILTER AS","www.lekangfilter.no"
819712522,"MERCOMODS AS","www.mercomods.com"
819664552,"PURE FISHING NORWAY AS","www.purefishing.com"
819693102,"HENCKELTUNET BORETTSLAG","www.obos.no"
819665222,"ARISTA AS","www.arista.no"
819675562,"SAMEIET KNAZEN","www.vestbo.no"
819656312,"STAVANGER MASKIN AS","www.stavangermaskin.no"
819655952,"FEELGOOD SANDNES AS","www.feelgoodsenter.no/feelgood-sandnes/"
819731322,"NORGESGRUPPEN ASA","www.norgesgruppen.no"
819738742,"VERTSHUSET SYDVESTEN AS","www.vertshuset-sydvesten.no"
819767122,"10FOLD AS","www.10fold.no"
819780072,"SYVERUD GAARD HESBY CAMILLA RENATE HESBY JOHNSEN","www.syverudgaard.no"
819743312,"OLAV THON HOLDING AS","www.olavthon.no"
819796742,"HANS NORDAHLS GATE 44-46 BOLIGSAMEIE","www.solibo.no"
819807892,"MEDIVATUS AS","www.validusengros.no"
819819092,"ENTEC GROUP AS","www.entec.no"
819816352,"CHENOA UTVIKLING AS","www.travelsize.no"
819850712,"T1MOTOR AS","www.t1motor.no"
819854602,"ADVOKATFIRMAET TORGERSEN AS","www.advokattorgersen.no"
819866872,"HYDRAULIC PRODUCTION & SERVICES AS","www.hydpro.no"
819869162,"TROMSØBADET KF","www.tromsobadet.no"
819871442,"OSLO ORATORIEKOR","91581052"
819874352,"SAMEIET KONGSHAUGEN","www.ringbo.no"
819854432,"BYX DIGITAL AS","www.byx.digital"
819882932,"ADVISORWEST AS","www.advisorwest.no"
819849412,"BOLIGSAMEIET HAVEN","www.solibo.no"
819897972,"WELLNESS SILVIA SPROHAR SUSANJ","www.wellness-silvia.com"
819892032,"BYGG GROS ENTREPRENØR AS","www.byggros.no"
819919992,"PROFILKONFEKT APS","www.profilkonfekt.dk"
819911452,"MASKINPARTNER AS","www.maskinpartner.no"
819933472,"AUTOSPORT VERKSTED AS","www.autosport.no"
819951462,"GLOCAL TAX & PAYROLL AS","www.glocaltax.no"
819955042,"LIV KORSSJØEN HIBERG","www.hiberg.com"
819943982,"HAUGE FISH FOR HOPE AS","haugeaqua.com"
819982252,"SEKO ELEKTROTEKNIKK AS","www.seko-elektroteknikk.no"
819994412,"GODDOSEN PANORAMA AS","goddosen.no"
820012402,"BJØRNSVEEN PANORAMA 2 BORETTSLAG","www.gobb.no"
820035992,"DAYLIGHT AS","www.dag-knudsen.com"
820050622,"METALLCO EIENDOM BERGEN AS","www.metallco.com"
820115872,"AS MOMARKEN TRAVBANE","www.momarken.no"
820128362,"PARKVEIEN 64 NÆRING AS","www.holmeiendom.no"
820130022,"SINSENGARASJER AS","ragde.no"
